fecha_utc,sku,child_asin,listing_status,listing_current_quantity,fba_quantity_available,listing_fulfillment_channel
2026-08-12,058F2BD8B0AB86A89A2E9D2EFE505473,B088DG1N6Z,Incomplete,0,0,DEFAULT
2026-08-12,250E7D05-C4QQGTFJPY,B071V7L1P9,Inactive,593,0,DEFAULT
2026-08-12,4686719464D15E3F104BBB0FD1DE3F04,B0CCS1F1BT,Incomplete,0,0,DEFAULT
2026-08-12,65EBCBD2883D06DF8567F212FCCC77F5,B09HKRL7NK,Incomplete,0,0,DEFAULT
2026-08-12,6C8419863841997688DEE68739919D5D,B07B8W8TJJ,Inactive,0,0,DEFAULT
2026-08-12,89C55F47FE9BC114594AD976DC263E80,B088DGRRFQ,Incomplete,0,0,DEFAULT
2026-08-12,8E22B7A18D53F5DE8C9F409DCFCA35FC,B0B9HQF3N5,Incomplete,0,0,DEFAULT
2026-08-12,940609,B06XBGB865,Inactive,0,0,AMAZON_EU
2026-08-12,941050,B0786SKL37,Inactive,0,0,DEFAULT
2026-08-12,941051,B0792LNGNK,Active,0,492,AMAZON_EU
2026-08-12,941671,B074942N3Q,Inactive,0,0,AMAZON_EU
2026-08-12,941824,B07891TLVM,Inactive,0,0,DEFAULT
2026-08-12,941825,B0DSQTX8LN,Inactive,0,0,DEFAULT
2026-08-12,943174,B07CQMJTS8,Active,0,198,AMAZON_EU
2026-08-12,943254,B07Q8JZ9B5,Inactive,0,0,DEFAULT
2026-08-12,943255,B07Q7G2XJM,Inactive,0,0,DEFAULT
2026-08-12,943294,B079SBBD3T,Inactive,0,0,AMAZON_EU
2026-08-12,943303,B07BGBQQRZ,Inactive,0,0,AMAZON_EU
2026-08-12,943303_1,B0FV3MCRTQ,Active,1534,0,DEFAULT
2026-08-12,943304,B07BGD9KWZ,Inactive,0,0,AMAZON_EU
2026-08-12,943304_1,B0FV3MKCRC,Active,3189,0,DEFAULT
2026-08-12,943321,B07J1ZXZNF,Inactive,0,0,AMAZON_EU
2026-08-12,943322,B07J1ZDLDL,Inactive,0,0,AMAZON_EU
2026-08-12,943343,B07FN9QC1C,Active,0,24,AMAZON_EU
2026-08-12,943352,B07Q39JYVV,Active,0,20,AMAZON_EU
2026-08-12,943371,B07NTXY689,Inactive,0,0,AMAZON_EU
2026-08-12,943529,B07NDNYZJ3,Inactive,0,0,AMAZON_EU
2026-08-12,943542,B07NTXVLMS,Active,1882,0,DEFAULT
2026-08-12,943558,B07NKJL5MH,Active,0,0,AMAZON_EU
2026-08-12,943558_0,B0GGRS1T6R,Active,0,481,AMAZON_EU
2026-08-12,943559,B07Q481WWR,Active,313,0,DEFAULT
2026-08-12,943614,B07T8QGWV8,Active,0,33,AMAZON_EU
2026-08-12,943615,B07TBV2MRR,Active,0,55,AMAZON_EU
2026-08-12,943616,B07T9V3ZC1,Active,4,0,DEFAULT
2026-08-12,943623,B07VP94MQM,Inactive,0,0,DEFAULT
2026-08-12,943623_1,B0FPTZN6L7,Active,0,335,AMAZON_EU
2026-08-12,943624_1,B0FKNG4JJZ,Active,0,375,AMAZON_EU
2026-08-12,943625,B07VNBT2LX,Inactive,0,0,AMAZON_EU
2026-08-12,943625_1,B0FV3K4STW,Active,0,205,AMAZON_EU
2026-08-12,943626,B07VNBSXK7,Active,0,304,AMAZON_EU
2026-08-12,943657,B07WSJHS34,Inactive,0,0,AMAZON_EU
2026-08-12,943699,B082XKYCDT,Inactive,0,0,AMAZON_EU
2026-08-12,943699_1,B0FGJZKZ9V,Active,1202,0,DEFAULT
2026-08-12,943700,B082XKMNV8,Active,2260,0,DEFAULT
2026-08-12,943871,B08KTC12JV,Active,0,104,AMAZON_EU
2026-08-12,943871_0,B08KTC12JV,Inactive,0,0,DEFAULT
2026-08-12,943872,B08F2Q2XTF,Inactive,0,0,DEFAULT
2026-08-12,943875,B09CDY4FFQ,Active,0,54,AMAZON_EU
2026-08-12,943889,B08512S9LJ,Inactive,0,0,DEFAULT
2026-08-12,944054,B0DXKT1J8X,Inactive,0,0,AMAZON_EU
2026-08-12,944054_1,B09CDXYHRY,Active,0,82,AMAZON_EU
2026-08-12,944055,B08PZF6SFB,Inactive,0,0,AMAZON_EU
2026-08-12,944056,B08PZCRP8Z,Inactive,0,0,DEFAULT
2026-08-12,944121,B08CBFHDBX,Inactive,0,0,AMAZON_EU
2026-08-12,944134,B0FVY7F25X,Active,605,0,DEFAULT
2026-08-12,944149,B09N3XPCMD,Active,198,0,DEFAULT
2026-08-12,944149-new,B0FFT7S1V9,Active,201,0,DEFAULT
2026-08-12,944150,B0B6F639ML,Inactive,0,0,DEFAULT
2026-08-12,944184,B08ZNR1PS9,Inactive,0,0,AMAZON_EU
2026-08-12,944204,B08PZJCMZS,Active,0,109,AMAZON_EU
2026-08-12,944205,B09GS8RFBX,Inactive,0,0,DEFAULT
2026-08-12,944206,B09GW1LQLF,Inactive,0,0,AMAZON_EU
2026-08-12,944207,B09CDDG31G,Inactive,0,0,AMAZON_EU
2026-08-12,944209,B0C3CSP64V,Inactive,0,0,DEFAULT
2026-08-12,944211,B09RSXRJXV,Active,0,97,AMAZON_EU
2026-08-12,944216,B0CYLPGR96,Active,1129,0,DEFAULT
2026-08-12,944217,B0C2872T73,Active,0,14,AMAZON_EU
2026-08-12,944219,B0DMFFGM1Z,Active,327,0,DEFAULT
2026-08-12,944222,B0C81X2HR2,Inactive,0,0,AMAZON_EU
2026-08-12,944276,B08LNLXCR4,Active,13,0,DEFAULT
2026-08-12,944489,B096SX2H9T,Inactive,0,0,DEFAULT
2026-08-12,944490,B099X97GQT,Inactive,0,0,DEFAULT
2026-08-12,944503,B0BMQC2MKW,Active,0,114,AMAZON_EU
2026-08-12,944504,B0BMLMQZTK,Inactive,0,0,AMAZON_EU
2026-08-12,944504_1,B0FX4ZXBJK,Active,1123,0,DEFAULT
2026-08-12,944505,B0BMQD2S3F,Inactive,0,0,DEFAULT
2026-08-12,944505_0,B0FFHGRV14,Active,0,42,AMAZON_EU
2026-08-12,944506,B0BBMN2LLM,Active,0,24,AMAZON_EU
2026-08-12,944507,B0BBMNQ7RW,Inactive,0,0,DEFAULT
2026-08-12,944528,B09FLZDZDQ,Inactive,0,0,DEFAULT
2026-08-12,944528-new,B0FFTND48P,Active,0,539,AMAZON_EU
2026-08-12,944529,B09FLZMXYQ,Active,601,0,DEFAULT
2026-08-12,944529_1,B0FV3H5PVK,Active,0,403,AMAZON_EU
2026-08-12,944545,B096BRQYFS,Inactive,0,0,DEFAULT
2026-08-12,944546,B096BPL9QV,Inactive,0,0,DEFAULT
2026-08-12,944547,B099SYTMWQ,Inactive,0,0,DEFAULT
2026-08-12,944549,B096BH2W16,Inactive,0,0,DEFAULT
2026-08-12,944550,B099TC292D,Inactive,0,0,DEFAULT
2026-08-12,944552,B096BDNXZC,Inactive,0,0,DEFAULT
2026-08-12,944553,B099T7TFP6,Inactive,0,0,DEFAULT
2026-08-12,944597,B0FPTM51H9,Active,0,148,AMAZON_EU
2026-08-12,944619,B0BBMNCVNX,Inactive,0,0,DEFAULT
2026-08-12,944621,B09HCTGQJ9,Active,22,0,DEFAULT
2026-08-12,944622,B09HTVRCNZ,Inactive,0,0,DEFAULT
2026-08-12,944637,B0H6C3YVB9,Active,414,0,DEFAULT
2026-08-12,944638,B0H6BXM815,Active,313,0,DEFAULT
2026-08-12,944651,B0BVRTQQQK,Active,0,214,AMAZON_EU
2026-08-12,944652,B0BVRSGQKM,Inactive,0,0,DEFAULT
2026-08-12,944652_1,B0FPTTGQ7T,Inactive,0,0,DEFAULT
2026-08-12,944653,B0DWXXQKHL,Inactive,0,0,AMAZON_EU
2026-08-12,944653_1,B0BMLQVQ7N,Inactive,0,0,AMAZON_EU
2026-08-12,944654,B09JKWCKTL,Inactive,0,0,AMAZON_EU
2026-08-12,944655,B0D93ZZTTY,Active,1160,0,DEFAULT
2026-08-12,944707,B0CBM3J75P,Active,0,116,AMAZON_EU
2026-08-12,944708,B0BC9RTTBW,Inactive,0,0,AMAZON_EU
2026-08-12,944709,B0BC96L7WH,Active,0,1,AMAZON_EU
2026-08-12,944709_1,B0FV8KGQSB,Active,0,51,AMAZON_EU
2026-08-12,944725,B09C8ZR2VG,Inactive,0,0,AMAZON_EU
2026-08-12,944726,B09C91PG8L,Inactive,0,0,AMAZON_EU
2026-08-12,944729,B09PZ4CL6C,Inactive,0,0,AMAZON_EU
2026-08-12,944730,B09PZ33X7N,Inactive,0,0,AMAZON_EU
2026-08-12,944731,B09PZ5VBK4,Inactive,0,0,AMAZON_EU
2026-08-12,944732,B09PZ5ZQVY,Inactive,0,0,AMAZON_EU
2026-08-12,944837,B09FK84WX5,Inactive,0,0,AMAZON_EU
2026-08-12,945030,B09N3WSNVM,Active,198,0,DEFAULT
2026-08-12,945086,B0B5GN4T25,Active,267,0,DEFAULT
2026-08-12,945090,B0B5VHPF2G,Inactive,0,0,AMAZON_EU
2026-08-12,945097,B0BV7334YP,Active,0,136,AMAZON_EU
2026-08-12,945099,B0CC69PSPB,Inactive,0,0,AMAZON_EU
2026-08-12,945112,B0CZS18SM7,Active,1295,0,DEFAULT
2026-08-12,945114,B0C2DGYHK4,Active,545,0,DEFAULT
2026-08-12,945166,B0BC29BLTM,Active,166,0,DEFAULT
2026-08-12,945213,B0B5D6Q9J7,Active,533,0,DEFAULT
2026-08-12,945223,B0C49X86VL,Inactive,0,0,DEFAULT
2026-08-12,945224,B0C2ZPR8G3,Inactive,0,0,DEFAULT
2026-08-12,945379,B0C6BLY8NB,Active,0,249,AMAZON_EU
2026-08-12,945400,B0FPTNFKV5,Inactive,0,0,AMAZON_EU
2026-08-12,945491,B0G2RXR1WH,Inactive,0,0,DEFAULT
2026-08-12,945499,B0FPTB4675,Active,605,0,DEFAULT
2026-08-12,945506,B0C24RT5KV,Inactive,0,0,DEFAULT
2026-08-12,945510,B0C1NVH7X1,Inactive,0,0,DEFAULT
2026-08-12,945517,B0C24M8BXP,Inactive,0,0,DEFAULT
2026-08-12,945527,B0C24QWYWN,Inactive,0,0,DEFAULT
2026-08-12,945530,B0C1P3JNFC,Inactive,0,0,AMAZON_EU
2026-08-12,945530_1,B0FWKWHJ1X,Inactive,0,0,DEFAULT
2026-08-12,945533,B0C24R4DFN,Inactive,0,0,DEFAULT
2026-08-12,945536,B0C1P39PLZ,Inactive,0,0,DEFAULT
2026-08-12,945602,B0BWS221Y5,Inactive,0,0,DEFAULT
2026-08-12,945603,B0CNQ5TC4J,Inactive,0,0,DEFAULT
2026-08-12,945605,B0CNPYZTS2,Active,615,0,DEFAULT
2026-08-12,945606,B0CL56QRX6,Inactive,0,0,DEFAULT
2026-08-12,945609,B0CZTT6RW7,Inactive,0,0,DEFAULT
2026-08-12,945613,B0F48D4BFV,Active,335,0,DEFAULT
2026-08-12,945615,B0DGVCN1CT,Active,894,0,DEFAULT
2026-08-12,945616,B0CY5J9QCV,Active,0,50,AMAZON_EU
2026-08-12,945620,B0CNH9111F,Active,0,109,AMAZON_EU
2026-08-12,945622,B0D8K1J3QQ,Active,0,282,AMAZON_EU
2026-08-12,945630,B0C7CXX4HH,Inactive,0,0,DEFAULT
2026-08-12,945638,B0F13S26ZN,Inactive,0,0,DEFAULT
2026-08-12,945766,B0CNQ59SFJ,Inactive,0,0,DEFAULT
2026-08-12,945769,B0CTMZFGYK,Inactive,0,0,AMAZON_EU
2026-08-12,945784,B0FPT6P24R,Active,166,0,DEFAULT
2026-08-12,945835,B0CW1R9DT1,Active,566,0,DEFAULT
2026-08-12,945841,B0CC34PWMT,Inactive,0,0,DEFAULT
2026-08-12,945845,B0D3M6SVMZ,Inactive,0,0,AMAZON_EU
2026-08-12,945848,B0CYLPB7G9,Inactive,0,0,DEFAULT
2026-08-12,945853,B0FPTNKQDT,Active,1302,0,DEFAULT
2026-08-12,945854,B0FPV3D7CB,Active,159,0,DEFAULT
2026-08-12,945915,B0D42719VL,Active,400,0,DEFAULT
2026-08-12,945924,B0CZTMM82L,Inactive,0,0,AMAZON_EU
2026-08-12,945960,B0FGQL8PJH,Active,1126,0,DEFAULT
2026-08-12,945961,B0F24SRW8W,Inactive,0,0,DEFAULT
2026-08-12,945964,B0CNHCF28J,Active,522,0,DEFAULT
2026-08-12,945966,B0DLBHFPZG,Inactive,0,0,DEFAULT
2026-08-12,945967,B0D7CS84DP,Inactive,0,0,DEFAULT
2026-08-12,945968,B0D7CV3HW9,Inactive,0,0,DEFAULT
2026-08-12,945969,B0D7CV2XFW,Inactive,0,0,DEFAULT
2026-08-12,945970,B0D7CTN5ZX,Inactive,0,0,DEFAULT
2026-08-12,945971,B0DLHD7MW9,Inactive,0,0,DEFAULT
2026-08-12,945972,B0DLHQK3Y1,Inactive,0,0,DEFAULT
2026-08-12,945984,B0FBWT2LDQ,Active,514,0,DEFAULT
2026-08-12,945993,B0CNQ9QSTK,Active,615,0,DEFAULT
2026-08-12,945994,B0F8C74N2G,Active,294,0,DEFAULT
2026-08-12,946002,B0D9HW26NS,Active,637,0,DEFAULT
2026-08-12,946052,B0D8QH3P78,Active,0,45,AMAZON_EU
2026-08-12,946061,B0DHRYBS7Z,Active,0,91,AMAZON_EU
2026-08-12,946080,B0GGT246F4,Inactive,0,0,DEFAULT
2026-08-12,946103,B0D6348ZXW,Active,3387,0,DEFAULT
2026-08-12,946105,B0D635S1TS,Active,0,114,AMAZON_EU
2026-08-12,946107,B0DJR2Y3ZF,Inactive,0,0,AMAZON_EU
2026-08-12,946109,B0DCVSRZTD,Active,0,27,AMAZON_EU
2026-08-12,946111,B0DF84BGDB,Inactive,0,0,AMAZON_EU
2026-08-12,946113,B0D7PWM392,Active,0,136,AMAZON_EU
2026-08-12,946115,B0DCVT1Q2R,Inactive,0,0,DEFAULT
2026-08-12,946119,B0DGY1Q968,Active,769,0,DEFAULT
2026-08-12,946125,B0DGY13MMV,Inactive,0,0,AMAZON_EU
2026-08-12,946140,B0F13R788Q,Inactive,0,0,DEFAULT
2026-08-12,946143,B0DHRWT38P,Active,0,21,AMAZON_EU
2026-08-12,946145,B0DPL6ZCN5,Inactive,0,0,DEFAULT
2026-08-12,946146,B0CYQ3C3Z3,Active,793,0,DEFAULT
2026-08-12,946147,B0CYQ225VW,Active,793,0,DEFAULT
2026-08-12,946148,B0CYPVQT24,Active,793,0,DEFAULT
2026-08-12,946149,B0CYPRTZ5Z,Active,118,0,DEFAULT
2026-08-12,946150,B0CYPMQDKS,Active,335,0,DEFAULT
2026-08-12,946151,B0CYQ2W264,Active,793,0,DEFAULT
2026-08-12,946152,B0CYPVYT7L,Inactive,0,0,DEFAULT
2026-08-12,946161,B0DP75HJ58,Inactive,0,0,DEFAULT
2026-08-12,946162,B0DP75CCZ5,Inactive,0,0,DEFAULT
2026-08-12,946163,B0DP72J2DG,Inactive,0,0,DEFAULT
2026-08-12,946165,B0F4KPNN2K,Active,0,59,AMAZON_EU
2026-08-12,946179,B0D1H2X8BZ,Active,545,0,DEFAULT
2026-08-12,946201,B0FPT3T7NZ,Active,397,0,DEFAULT
2026-08-12,946209,B0G1Z6B5WG,Active,471,0,DEFAULT
2026-08-12,946303,B0DK3BMKSJ,Active,0,28,AMAZON_EU
2026-08-12,946304,B0DK39MCJV,Active,981,0,DEFAULT
2026-08-12,946330,B0DKXQNWTF,Inactive,0,0,DEFAULT
2026-08-12,946331,B0DKXRYGFG,Active,233,0,DEFAULT
2026-08-12,946332,B0DKXRL382,Active,0,18,AMAZON_EU
2026-08-12,946333,B0DKXNQG7Q,Active,0,19,AMAZON_EU
2026-08-12,946338,B0DKXQHND8,Active,111,0,DEFAULT
2026-08-12,946339,B0DKXQ34XL,Active,78,0,DEFAULT
2026-08-12,946340,B0F4KKC3H5,Active,0,84,AMAZON_EU
2026-08-12,946369,B0F24S1SW9,Active,0,103,AMAZON_EU
2026-08-12,946370,B0FX9MRWGD,Active,451,0,DEFAULT
2026-08-12,946371,B0FPTD4L8P,Active,900,0,DEFAULT
2026-08-12,946372,B0FPTJ2214,Active,513,0,DEFAULT
2026-08-12,946377,B0H6C7F98N,Inactive,0,0,DEFAULT
2026-08-12,946378,B0H6C5CVCG,Active,22,0,DEFAULT
2026-08-12,946379,B0G2CX7K8B,Active,42,0,DEFAULT
2026-08-12,946381,B0F2GCCNVS,Active,0,21,AMAZON_EU
2026-08-12,946392,B0DQ5CQTG2,Active,0,0,AMAZON_EU
2026-08-12,946394,B0G1NB9T84,Active,315,0,DEFAULT
2026-08-12,946399,B0FBSCXGQT,Active,614,0,DEFAULT
2026-08-12,946402,B0F9Z5T7NY,Active,0,108,AMAZON_EU
2026-08-12,946403,B0D9KL2MJS,Inactive,0,0,DEFAULT
2026-08-12,946405,B0D9HVXBGQ,Inactive,0,0,DEFAULT
2026-08-12,946406,B0DBR3KL43,Active,637,0,DEFAULT
2026-08-12,946410,B0FPV2BZ5S,Active,335,0,DEFAULT
2026-08-12,946412,B0F4FG7WR9,Inactive,0,0,DEFAULT
2026-08-12,946414,B0FPTYMFL6,Active,164,0,DEFAULT
2026-08-12,946415,B0G2CWXZJR,Active,765,0,DEFAULT
2026-08-12,946416,B0G2CWH3K6,Active,539,0,DEFAULT
2026-08-12,946417,B0DC74MF8H,Active,317,0,DEFAULT
2026-08-12,946422,B0DGXZDSY3,Active,688,0,DEFAULT
2026-08-12,946424,B0DGY16GG9,Active,688,0,DEFAULT
2026-08-12,946433,B0F145RLGW,Inactive,0,0,DEFAULT
2026-08-12,946434,B0F141YZ86,Inactive,0,0,DEFAULT
2026-08-12,946443,B0F21RF31Y,Inactive,0,0,DEFAULT
2026-08-12,946462,B0FLYJXKPG,Active,400,0,DEFAULT
2026-08-12,946466,B0DKXQMCPS,Inactive,0,0,DEFAULT
2026-08-12,946467,B0DKXR7H8Q,Inactive,0,0,DEFAULT
2026-08-12,946468,B0DKXRQ8YB,Active,111,0,DEFAULT
2026-08-12,946469,B0DKXRNLKG,Inactive,0,0,DEFAULT
2026-08-12,946555,B0DK93X9GZ,Active,769,0,DEFAULT
2026-08-12,946581,B0DLH3DW71,Inactive,0,0,DEFAULT
2026-08-12,946622,B0F9YGKHRR,Active,159,0,DEFAULT
2026-08-12,946623,B0FB44XVYP,Active,514,0,DEFAULT
2026-08-12,946624,B0FBSDCWLX,Active,159,0,DEFAULT
2026-08-12,946625,B0FBSZHX73,Active,614,0,DEFAULT
2026-08-12,946634,B0FPTD5GF5,Inactive,0,0,DEFAULT
2026-08-12,946648,B0F54RLWSS,Active,112,0,DEFAULT
2026-08-12,946649,B0FGDJC7FF,Active,793,0,DEFAULT
2026-08-12,946659,B0FBS5CDTK,Active,28,0,DEFAULT
2026-08-12,946666,B0FBS6FJT7,Inactive,0,0,DEFAULT
2026-08-12,946670,B0FBS6R28T,Inactive,0,0,DEFAULT
2026-08-12,946699,B0F94FCZMS,Inactive,0,0,DEFAULT
2026-08-12,946700,B0F94GDDSZ,Inactive,0,0,DEFAULT
2026-08-12,946770,B0FP2WSXZK,Inactive,0,0,DEFAULT
2026-08-12,946771,B0FP2SYHRK,Inactive,0,0,DEFAULT
2026-08-12,946774,B0H6C3PKNJ,Active,2601,0,DEFAULT
2026-08-12,946781,B0H6C36HGK,Active,983,0,DEFAULT
2026-08-12,946788,B0FPV1VRV7,Inactive,0,0,DEFAULT
2026-08-12,946789,B0H6BVQL5T,Active,22,0,DEFAULT
2026-08-12,946804,B0FP2SZ4GC,Active,3186,0,DEFAULT
2026-08-12,946805,B0FPDDDJR2,Active,1531,0,DEFAULT
2026-08-12,946821,B0FM8M2TSM,Inactive,0,0,DEFAULT
2026-08-12,946822,B0FM8NTH4V,Inactive,0,0,DEFAULT
2026-08-12,946823,B0FM8QLGYV,Inactive,0,0,DEFAULT
2026-08-12,946824,B0FMYPLGM3,Inactive,0,0,DEFAULT
2026-08-12,946825,B0FNDK5D97,Inactive,0,0,DEFAULT
2026-08-12,946826,B0FNWJN3BB,Inactive,0,0,DEFAULT
2026-08-12,946827,B0FNRGY4LP,Inactive,0,0,DEFAULT
2026-08-12,946828,B0FNDN79DG,Inactive,0,0,DEFAULT
2026-08-12,946829,B0FP2BNPJW,Inactive,0,0,DEFAULT
2026-08-12,946830,B0FNN8P4JP,Active,112,0,DEFAULT
2026-08-12,946831,B0G4DBXK73,Active,234,0,DEFAULT
2026-08-12,946918,B0FP2Y78GC,Inactive,0,0,DEFAULT
2026-08-12,946919,B0GH8YY94H,Inactive,0,0,DEFAULT
2026-08-12,946967,B0H6C53PNR,Active,890,0,DEFAULT
2026-08-12,946968,B0H6FXLG3D,Active,1966,0,DEFAULT
2026-08-12,947079,B0FTQKFW39,Inactive,0,0,DEFAULT
2026-08-12,947114,B0GKC4YX1K,Active,1654,0,DEFAULT
2026-08-12,947115,B0H29N62Z4,Active,1077,0,DEFAULT
2026-08-12,947116,B0H2HPSFZX,Active,1736,0,DEFAULT
2026-08-12,947117,B0H1X8K9QR,Active,3529,0,DEFAULT
2026-08-12,947118,B0H29PFLLK,Active,856,0,DEFAULT
2026-08-12,947120,B0GXC1Q3TN,Active,19,0,DEFAULT
2026-08-12,947121,B0GXC1RTBP,Active,19,0,DEFAULT
2026-08-12,947122,B0GXC5FW23,Inactive,0,0,DEFAULT
2026-08-12,947123,B0GXC3PLZ5,Inactive,0,0,DEFAULT
2026-08-12,947124,B0GXC1T63N,Active,679,0,DEFAULT
2026-08-12,947125,B0GXC74RLR,Active,679,0,DEFAULT
2026-08-12,947126,B0GXC63TYR,Active,1045,0,DEFAULT
2026-08-12,947127,B0GXC1X45T,Active,745,0,DEFAULT
2026-08-12,947128,B0GXC7X28L,Active,567,0,DEFAULT
2026-08-12,947129,B0GXBZ9PNS,Active,567,0,DEFAULT
2026-08-12,947130,B0GXC6PFGD,Active,333,0,DEFAULT
2026-08-12,947131,B0GXC4C1F8,Active,333,0,DEFAULT
2026-08-12,947136,B0GXC5Z171,Active,281,0,DEFAULT
2026-08-12,947137,B0GXC31FSD,Active,281,0,DEFAULT
2026-08-12,947138,B0GXC7N9PR,Active,1574,0,DEFAULT
2026-08-12,947139,B0GXC4TK9R,Active,644,0,DEFAULT
2026-08-12,947140,B0GXC5MJ3Z,Active,1225,0,DEFAULT
2026-08-12,947141,B0GXBQQWWG,Active,644,0,DEFAULT
2026-08-12,947142,B0GXC2WBTL,Active,346,0,DEFAULT
2026-08-12,947143,B0GXC741YQ,Active,346,0,DEFAULT
2026-08-12,947148,B0GXCBDW7Y,Active,346,0,DEFAULT
2026-08-12,947149,B0GXC3M13Z,Active,205,0,DEFAULT
2026-08-12,947150,B0GXC3M141,Active,322,0,DEFAULT
2026-08-12,947151,B0GXC91QVD,Active,205,0,DEFAULT
2026-08-12,947172,B0GP88XY37,Inactive,0,0,DEFAULT
2026-08-12,947299,B0H99RHHSM,Active,956,0,DEFAULT
2026-08-12,9EF53427D033D2E698C819F63DBD0D95,B0C28FBR9J,Incomplete,0,0,DEFAULT
2026-08-12,B071V7L1P9,B071V7L1P9,Inactive,0,0,DEFAULT
2026-08-12,CB58405700CD596673E4999740402BF5,B073HT3HD7,Inactive,0,0,DEFAULT
2026-08-12,E49226C48A653F870906E2610E261CE2,B07B9LWBML,Inactive,0,0,DEFAULT
2026-08-12,EE920D24FFF7361EEDCB81F32559FF43,B079MJFZ14,Incomplete,0,0,DEFAULT
2026-08-12,F6CC35E73C232359269289E85DF17856,B073HRLHH6,Inactive,0,0,DEFAULT
2026-08-12,P943542,B088DF7K24,Incomplete,0,0,DEFAULT
2026-08-12,P943623,B088DGWNSR,Incomplete,0,0,DEFAULT
2026-08-12,P943656,B088DHVL82,Incomplete,0,0,DEFAULT
2026-08-12,P943699,B088DDXWTC,Incomplete,0,0,DEFAULT
2026-08-12,P943871,B099ZN261C,Incomplete,0,0,DEFAULT
2026-08-12,P943889,B0CXY8WW62,Incomplete,0,0,DEFAULT
2026-08-12,P944204,B08PDL8QVZ,Incomplete,0,0,DEFAULT
2026-08-12,P944205,B0CDCPCNGM,Incomplete,0,0,DEFAULT
2026-08-12,P944222,B08ZY6L184,Incomplete,0,0,DEFAULT
2026-08-12,P944276,B0FZDQ6SJQ,Incomplete,0,0,DEFAULT
2026-08-12,P944506,B0BBMNPWQ8,Incomplete,0,0,DEFAULT
2026-08-12,P944651,B0BWF8BWPN,Incomplete,0,0,DEFAULT
2026-08-12,P944653,B0DM92Y37W,Incomplete,0,0,DEFAULT
2026-08-12,P944654,B0CCPGNKS7,Incomplete,0,0,DEFAULT
2026-08-12,P944655,B0D9HV3R75,Incomplete,0,0,DEFAULT
2026-08-12,P944708,B0BC232J3X,Incomplete,0,0,DEFAULT
2026-08-12,P944726,B0H9S6NXKH,Incomplete,0,0,DEFAULT
2026-08-12,P944729,B0C93Z3755,Incomplete,0,0,DEFAULT
2026-08-12,P945097,B0CY5JDCM9,Incomplete,0,0,DEFAULT
2026-08-12,P945604,B0CNQ4Z4J7,Incomplete,0,0,DEFAULT
2026-08-12,P945609,B0H75Y9ND9,Incomplete,0,0,DEFAULT
2026-08-12,P945615,B0DK25KL1D,Incomplete,0,0,DEFAULT
2026-08-12,P945637,B0DNTP7QRG,Incomplete,0,0,DEFAULT
2026-08-12,P945835,B0CX93S7TB,Incomplete,0,0,DEFAULT
2026-08-12,P946150,B0CYCR3TVY,Incomplete,0,0,DEFAULT
2026-08-12,P946303,B0DJP6GJJV,Incomplete,0,0,DEFAULT
2026-08-12,P946330,B0DKXRQMF5,Incomplete,0,0,DEFAULT
2026-08-12,P946338,B0DKXP4F55,Incomplete,0,0,DEFAULT
2026-08-12,P946392,B0DQ5KXSZH,Incomplete,0,0,DEFAULT
2026-08-12,P946659,B0FBWZ333K,Incomplete,0,0,DEFAULT
2026-08-12,P947120,B0GXGRCQG7,Incomplete,0,0,DEFAULT
2026-08-12,P947124,B0GXGG3122,Incomplete,0,0,DEFAULT
2026-08-12,P947136,B0GXGJTLSX,Incomplete,0,0,DEFAULT
2026-08-12,P947148,B0GXGGLYFG,Incomplete,0,0,DEFAULT
2026-08-12,amzn.gr.941051-zzw3jC4ZpYeSuWKxq_oknp-LN,B0792LNGNK,Active,0,2,AMAZON_EU
2026-08-12,amzn.gr.941051-zzw3jC4ZpYeSuWKxq_oknp-LN,B0792LNGNK,Active,0,2,AMAZON_EU
2026-08-12,amzn.gr.943559-uizjiuHPjwPdv5oQ6ZL0f1-VG,B07Q481WWR,Incomplete,0,0,AMAZON_EU
2026-08-12,amzn.gr.943626-X30b3DAEn-7uJsPAOTmhVR-LN,B07VNBSXK7,Active,0,1,AMAZON_EU
2026-08-12,amzn.gr.943875-shiSpkRLnayH_NQ0xJ9ZGw-VG,B09CDY4FFQ,Active,0,1,AMAZON_EU
2026-08-12,amzn.gr.944055-Hx4LgPHhrhYD9YijUTOp0e-AC,B08PZF6SFB,Inactive,0,0,AMAZON_EU
2026-08-12,amzn.gr.944652_1-GCXgKmPfwsZcnijGCzIS-VG,B0FPTTGQ7T,Active,0,1,AMAZON_EU
2026-08-12,amzn.gr.944707-So7Yfg1HLW3W1yRm-zBhcO-LN,B0CBM3J75P,Active,0,39,AMAZON_EU
2026-08-12,amzn.gr.946052-5vfu1poWhRSyVxHQhge2MY-LN,B0D8QH3P78,Active,0,2,AMAZON_EU
2026-08-12,amzn.gr.946061-49bITgigpBCBqiVSOP36hZ-AC,B0DHRYBS7Z,Incomplete,0,0,AMAZON_EU
2026-08-12,amzn.gr.946103-iOD9FrsjgnSXNDrQlRNnYF-VG,B0D6348ZXW,Active,0,1,AMAZON_EU
2026-08-12,amzn.gr.946303-ic7GEU5QVv-k1mk-K41gHH-LN,B0DK3BMKSJ,Incomplete,0,1,AMAZON_EU
